CELDA_ORIGEN ;NOMBRE_CELDA_ORIGEN ;CELDA_DESTINO ;NOMBRE_CELDA_DESTINO ;FLUJO ;
156V ;Valencia (SCD Nou Moles/Soternes) ;141V ;Valencia (SCD Albors/Camí Fondo/Penya-roja) ;25 ;
156V ;Valencia (SCD Nou Moles/Soternes) ;144V ;Valencia (SCD Ciutat Vella) ;156 ;
156V ;Valencia (SCD Nou Moles/Soternes) ;149V ;Catarroja ;33 ;
156V ;Valencia (SCD Nou Moles/Soternes) ;152V ;Xirivella ;47 ;
156V ;Valencia (SCD Nou Moles/Soternes) ;153V ;Alaquàs ;36 ;
156V ;Valencia (SCD Nou Moles/Soternes) ;154V ;Valencia (SCD El Pla del Real) ;34 ;
156V ;Valencia (SCD Nou Moles/Soternes) ;155V ;Manises ;28 ;
156V ;Valencia (SCD Nou Moles/Soternes) ;157V ;Aldaia ;49 ;
156V ;Valencia (SCD Nou Moles/Soternes) ;161V ;Valencia (SCD Campanar) ;459 ;
156V ;Valencia (SCD Nou Moles/Soternes) ;163V ;Mislata ;186 ;
156V ;Valencia (SCD Nou Moles/Soternes) ;165V ;Paterna ;74 ;
157B ;Barcelona (SCD el Raval sud) ;158B ;Barcelona (SCD el Raval nord) ;397 ;
157B ;Barcelona (SCD el Raval sud) ;159B ;Barcelona (SCD el Barri Gòtic) ;197 ;
157B ;Barcelona (SCD el Raval sud) ;160B ;Barcelona (SCD la Barceloneta) ;43 ;
157B ;Barcelona (SCD el Raval sud) ;171B ;Barcelona (SCD Sant Antoni) ;216 ;
157B ;Barcelona (SCD el Raval sud) ;172B ;Barcelona (SCD el Poble Sec est) ;375 ;
157B ;Barcelona (SCD el Raval sud) ;173B ;Barcelona (SCD el Poble Sec oest) ;24 ;
157B ;Barcelona (SCD el Raval sud) ;174B ;Barcelona (SCD la Marina i la Zona Franca-Port) ;82 ;
157M ;Madrid (SCD Estrella) ;155M ;Madrid (SCD Pacífico) ;86 ;
157M ;Madrid (SCD Estrella) ;156M ;Madrid (SCD Adelfas) ;45 ;
157M ;Madrid (SCD Estrella) ;158M ;Madrid (SCD Ibiza) ;165 ;
157M ;Madrid (SCD Estrella) ;159M ;Madrid (SCD Niño Jesús-Jerónimos) ;232 ;
157M ;Madrid (SCD Estrella) ;162M ;Madrid (SCD Fuente del Berro) ;144 ;
157M ;Madrid (SCD Estrella) ;164M ;Madrid (SCD Lista) ;25 ;
157M ;Madrid (SCD Estrella) ;234M ;Madrid (SCD Numancia-2) ;26 ;
157M ;Madrid (SCD Estrella) ;235M ;Madrid (SCD Numancia-1) ;157 ;
157M ;Madrid (SCD Estrella) ;238M ;Madrid (SCD Marroquina) ;104 ;
157M ;Madrid (SCD Estrella) ;239M ;Madrid (SCD Media Legua) ;996 ;
157M ;Madrid (SCD Estrella) ;240M ;Madrid (SCD Fontarrón) ;55 ;
157M ;Madrid (SCD Estrella) ;244M ;Madrid (SCD Ventas-2) ;80 ;
157V ;Aldaia ;015V ;Albal y Beniparrell ;24 ;
157V ;Aldaia ;016V ;Riba-roja de Túria y Loriguilla ;198 ;
157V ;Aldaia ;018V ;Albuixech y otros municipios ;21 ;
157V ;Aldaia ;029V ;Chiva y Godelleta ;92 ;
157V ;Aldaia ;047V ;Llíria y otros municipios ;24 ;
157V ;Aldaia ;068V ;Cheste ;43 ;
157V ;Aldaia ;072V ;Almussafes ;19 ;
157V ;Aldaia ;076V ;Buñol ;20 ;
157V ;Aldaia ;079V ;Alcàsser ;23 ;
157V ;Aldaia ;090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;23 ;
157V ;Aldaia ;101V ;Torrent (distrito 04) ;204 ;
157V ;Aldaia ;102V ;Valencia (SCD El Grau/Natzaret) ;26 ;
157V ;Aldaia ;109V ;Valencia (SCD Tres Forques/La Fontsanta/La Llum) ;21 ;
157V ;Aldaia ;113V ;Silla ;20 ;
157V ;Aldaia ;114V ;Torrent (distrito 01) ;30 ;
157V ;Aldaia ;121V ;Valencia (SCD Poblats del Sud) ;28 ;
157V ;Aldaia ;122V ;Valencia (SCD Safranar/Vara de Quart) ;23 ;
157V ;Aldaia ;125V ;Picassent ;23 ;
157V ;Aldaia ;128V ;Valencia (SCD Malilla) ;28 ;
157V ;Aldaia ;137V ;Quart de Poblet ;519 ;
157V ;Aldaia ;140V ;Paiporta ;22 ;
157V ;Aldaia ;141V ;Valencia (SCD Albors/Camí Fondo/Penya-roja) ;22 ;
157V ;Aldaia ;144V ;Valencia (SCD Ciutat Vella) ;59 ;
157V ;Aldaia ;149V ;Catarroja ;30 ;
157V ;Aldaia ;152V ;Xirivella ;134 ;
157V ;Aldaia ;153V ;Alaquàs ;726 ;
157V ;Aldaia ;154V ;Valencia (SCD El Pla del Real) ;34 ;
157V ;Aldaia ;155V ;Manises ;128 ;
157V ;Aldaia ;161V ;Valencia (SCD Campanar) ;70 ;
157V ;Aldaia ;162V ;Torrent (distrito 03) ;56 ;
157V ;Aldaia ;163V ;Mislata ;27 ;
157V ;Aldaia ;165V ;Paterna ;165 ;
158B ;Barcelona (SCD el Raval nord) ;157B ;Barcelona (SCD el Raval sud) ;482 ;
158B ;Barcelona (SCD el Raval nord) ;159B ;Barcelona (SCD el Barri Gòtic) ;193 ;
158B ;Barcelona (SCD el Raval nord) ;165B ;Barcelona (SCD la Dreta de l'Eixample nord) ;19 ;
158B ;Barcelona (SCD el Raval nord) ;166B ;Barcelona (SCD la Dreta de l'Eixample sud) ;87 ;
158B ;Barcelona (SCD el Raval nord) ;167B ;Barcelona (SCD l'Antiga Esquerra de l'Eixample sud) ;67 ;
158B ;Barcelona (SCD el Raval nord) ;171B ;Barcelona (SCD Sant Antoni) ;334 ;
158B ;Barcelona (SCD el Raval nord) ;174B ;Barcelona (SCD la Marina i la Zona Franca-Port) ;23 ;
158M ;Madrid (SCD Ibiza) ;145M ;Madrid (SCD Cortes) ;37 ;
158M ;Madrid (SCD Ibiza) ;155M ;Madrid (SCD Pacífico) ;25 ;
158M ;Madrid (SCD Ibiza) ;157M ;Madrid (SCD Estrella) ;244 ;
158M ;Madrid (SCD Ibiza) ;159M ;Madrid (SCD Niño Jesús-Jerónimos) ;328 ;
158M ;Madrid (SCD Ibiza) ;160M ;Madrid (SCD Recoletos) ;82 ;
158M ;Madrid (SCD Ibiza) ;161M ;Madrid (SCD Goya) ;200 ;
158M ;Madrid (SCD Ibiza) ;162M ;Madrid (SCD Fuente del Berro) ;119 ;
158M ;Madrid (SCD Ibiza) ;227M ;Madrid (SCD Entrevías) ;43 ;
158M ;Madrid (SCD Ibiza) ;244M ;Madrid (SCD Ventas-2) ;21 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;015V ;Albal y Beniparrell ;32 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;016V ;Riba-roja de Túria y Loriguilla ;40 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;018V ;Albuixech y otros municipios ;32 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;019V ;Serra y otros municipios ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;025V ;Villar del Arzobispo y otros municipios ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;029V ;Chiva y Godelleta ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;046V ;Alfafar y Llocnou de la Corona ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;069V ;Puig de Santa Maria, el ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;070V ;San Antonio de Benagéber ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;072V ;Almussafes ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;079V ;Alcàsser ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;080V ;Sedaví ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;084V ;Valencia (SCD El Botànic/La Roqueta) ;34 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;085V ;Picanya ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;93 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;091V ;Valencia (SCD Safranar/Favara) ;453 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;100V ;Valencia (SCD La Petxina) ;28 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;101V ;Torrent (distrito 04) ;40 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;102V ;Valencia (SCD El Grau/Natzaret) ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;106V ;Valencia (SCD L'Amistat/La Vega Baixa/La Carrasca) ;36 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;108V ;Sagunto/Sagunt (distrito 06) ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;109V ;Valencia (SCD Tres Forques/La Fontsanta/La Llum) ;38 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;112V ;Valencia (SCD Tormos/Sant Antoni) ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;113V ;Silla ;30 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;114V ;Torrent (distrito 01) ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;115V ;Valencia (SCD El Pla del Remei/Gran Via) ;36 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;116V ;Valencia (SCD Mont-Olivet) ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;118V ;Valencia (SCD En Corts/Na Rovella) ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;119V ;Valencia (SCD La Creu Coberta/Sant Marcel.lí/Camí Real) ;681 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;121V ;Valencia (SCD Poblats del Sud) ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;122V ;Valencia (SCD Safranar/Vara de Quart) ;128 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;125V ;Picassent ;40 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;128V ;Valencia (SCD Malilla) ;402 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;129V ;Valencia (SCD Ciutat Fallera) ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;130V ;Valencia (SCD Arrancapins) ;446 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;132V ;Valencia (SCD Russafa) ;162 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;133V ;Bétera ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;135V ;Pobla de Vallbona, la ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;136V ;Alboraya ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;137V ;Quart de Poblet ;44 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;138V ;Valencia (SCD Patraix) ;283 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;140V ;Paiporta ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;141V ;Valencia (SCD Albors/Camí Fondo/Penya-roja) ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;143V ;Valencia (SCD Torrefiel) ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;144V ;Valencia (SCD Ciutat Vella) ;134 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;148V ;Valencia (SCD El Cabanyal-El Canyamelar/Beteró) ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;149V ;Catarroja ;40 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;150V ;Valencia (SCD Benimaclet) ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;152V ;Xirivella ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;153V ;Alaquàs ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;154V ;Valencia (SCD El Pla del Real) ;65 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;155V ;Manises ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;156V ;Valencia (SCD Nou Moles/Soternes) ;30 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;157V ;Aldaia ;30 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;160V ;Burjassot ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;161V ;Valencia (SCD Campanar) ;42 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;162V ;Torrent (distrito 03) ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;163V ;Mislata ;17 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;165V ;Paterna ;147 ;
158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;20CS ;Almazora/Almassora ;17 ;
159B ;Barcelona (SCD el Barri Gòtic) ;157B ;Barcelona (SCD el Raval sud) ;118 ;
159B ;Barcelona (SCD el Barri Gòtic) ;158B ;Barcelona (SCD el Raval nord) ;122 ;
159B ;Barcelona (SCD el Barri Gòtic) ;160B ;Barcelona (SCD la Barceloneta) ;79 ;
159B ;Barcelona (SCD el Barri Gòtic) ;161B ;Barcelona (SCD Sant Pere, Santa Caterina i la Ribera) ;163 ;
159B ;Barcelona (SCD el Barri Gòtic) ;166B ;Barcelona (SCD la Dreta de l'Eixample sud) ;44 ;
159B ;Barcelona (SCD el Barri Gòtic) ;174B ;Barcelona (SCD la Marina i la Zona Franca-Port) ;23 ;
159M ;Madrid (SCD Niño Jesús-Jerónimos) ;143M ;Madrid (SCD Embajadores-2) ;28 ;
159M ;Madrid (SCD Niño Jesús-Jerónimos) ;145M ;Madrid (SCD Cortes) ;90 ;
159M ;Madrid (SCD Niño Jesús-Jerónimos) ;153M ;Madrid (SCD Atocha-Delicias) ;52 ;
159M ;Madrid (SCD Niño Jesús-Jerónimos) ;154M ;Madrid (SCD Palos de Moguer) ;20 ;
159M ;Madrid (SCD Niño Jesús-Jerónimos) ;155M ;Madrid (SCD Pacífico) ;308 ;
159M ;Madrid (SCD Niño Jesús-Jerónimos) ;156M ;Madrid (SCD Adelfas) ;20 ;
159M ;Madrid (SCD Niño Jesús-Jerónimos) ;157M ;Madrid (SCD Estrella) ;184 ;
159M ;Madrid (SCD Niño Jesús-Jerónimos) ;158M ;Madrid (SCD Ibiza) ;169 ;
159M ;Madrid (SCD Niño Jesús-Jerónimos) ;160M ;Madrid (SCD Recoletos) ;33 ;
159M ;Madrid (SCD Niño Jesús-Jerónimos) ;239M ;Madrid (SCD Media Legua) ;28 ;
159V ;Ontinyent ;011V ;Llutxent y otros municipios ;46 ;
159V ;Ontinyent ;012A ;Alcoy/Alcoi (distrito 08) y Benifallim ;31 ;
159V ;Ontinyent ;015A ;Muro de Alcoy y otros municipios ;35 ;
159V ;Ontinyent ;039V ;Mogente/Moixent y otros municipios ;44 ;
159V ;Ontinyent ;040V ;Aielo de Malferit y otros municipios ;166 ;
159V ;Ontinyent ;041V ;Albaida y otros municipios ;601 ;
159V ;Ontinyent ;044V ;Montaverner y otros municipios ;142 ;
159V ;Ontinyent ;052V ;Bocairent ;104 ;
159V ;Ontinyent ;064A ;Villena ;24 ;
159V ;Ontinyent ;067V ;Olleria, l' ;198 ;
15AB ;Alcaraz y otros municipios ;17AB ;Munera y otros municipios ;59 ;
15AL ;Turre y otros municipios ;16AL ;Antas y otros municipios ;172 ;
15AL ;Turre y otros municipios ;22AL ;Cuevas del Almanzora ;33 ;
15AL ;Turre y otros municipios ;23AL ;Garrucha ;25 ;
15AL ;Turre y otros municipios ;26AL ;Mojácar ;91 ;
15AL ;Turre y otros municipios ;27AL ;Níjar ;45 ;
15AL ;Turre y otros municipios ;31AL ;Vera ;106 ;
15AS ;Caso y otros municipios ;25AS ;Laviana ;29 ;
15AV ;Arenal, El y otros municipios ;14AV ;Casavieja y otros municipios ;19 ;
15AV ;Arenal, El y otros municipios ;16AV ;Arenas de San Pedro y Poyales del Hoyo ;85 ;
15AV ;Arenal, El y otros municipios ;31TO ;Velada y otros municipios ;20 ;
15BA ;Salvatierra de los Barros y otros municipios ;16BA ;Santa Marta y otros municipios ;55 ;
15BA ;Salvatierra de los Barros y otros municipios ;48BA ;Fuente del Maestre ;43 ;
15BA ;Salvatierra de los Barros y otros municipios ;54BA ;Zafra ;49 ;
15BA ;Salvatierra de los Barros y otros municipios ;58BA ;Badajoz (distrito 04) ;59 ;
15BI ;Berriz y Garai ;08BI ;Dima y otros municipios ;22 ;
15BI ;Berriz y Garai ;14BI ;Iurreta y Muxika ;42 ;
15BI ;Berriz y Garai ;16BI ;Abadiño y Atxondo ;131 ;
15BI ;Berriz y Garai ;17BI ;Zaldibar y otros municipios ;76 ;
15BI ;Berriz y Garai ;24BI ;Amorebieta-Etxano ;29 ;
15BI ;Berriz y Garai ;29BI ;Durango ;143 ;
15BU ;Salas de los Infantes y otros municipios ;16BU ;Quintanar de la Sierra y otros municipios ;41 ;
15CA ;Castro-Urdiales y Guriezo ;04BI ;Muskiz y Zierbena ;152 ;
15CA ;Castro-Urdiales y Guriezo ;09BI ;Sondika y Loiu ;34 ;
15CA ;Castro-Urdiales y Guriezo ;11BI ;Plentzia y Barrika ;58 ;
15CA ;Castro-Urdiales y Guriezo ;12BI ;Bakio y otros municipios ;47 ;
15CA ;Castro-Urdiales y Guriezo ;13BI ;Zamudio y otros municipios ;67 ;
15CA ;Castro-Urdiales y Guriezo ;23BI ;Abanto y Ciérvana-Abanto Zierbena ;81 ;
15CA ;Castro-Urdiales y Guriezo ;24BI ;Amorebieta-Etxano ;31 ;
15CA ;Castro-Urdiales y Guriezo ;26BI ;Basauri ;47 ;
15CA ;Castro-Urdiales y Guriezo ;29CA ;Laredo ;49 ;
15CA ;Castro-Urdiales y Guriezo ;33BI ;Galdakao ;40 ;
15CA ;Castro-Urdiales y Guriezo ;34BI ;Gorliz ;46 ;
15CA ;Castro-Urdiales y Guriezo ;37BI ;Leioa ;23 ;
15CA ;Castro-Urdiales y Guriezo ;42BI ;Portugalete ;40 ;
15CA ;Castro-Urdiales y Guriezo ;43BI ;Valle de Trápaga-Trapagaran ;56 ;
15CA ;Castro-Urdiales y Guriezo ;44BI ;Santurtzi ;112 ;
15CA ;Castro-Urdiales y Guriezo ;45BI ;Ortuella ;20 ;
15CA ;Castro-Urdiales y Guriezo ;46BI ;Sestao ;44 ;
15CA ;Castro-Urdiales y Guriezo ;47BI ;Sopela ;120 ;
15CA ;Castro-Urdiales y Guriezo ;51BI ;Erandio ;100 ;
15CA ;Castro-Urdiales y Guriezo ;53BI ;Barakaldo (distrito 02) ;20 ;
15CA ;Castro-Urdiales y Guriezo ;56BI ;Barakaldo (distrito 05) ;30 ;
15CA ;Castro-Urdiales y Guriezo ;58BI ;Barakaldo (distrito 07) ;21 ;
15CA ;Castro-Urdiales y Guriezo ;60BI ;Barakaldo (distrito 09) ;48 ;
15CA ;Castro-Urdiales y Guriezo ;63BI ;Bilbao (SCD Uribarri 1) ;19 ;
15CA ;Castro-Urdiales y Guriezo ;69BI ;Bilbao (SCD Abando 1) ;73 ;
15CA ;Castro-Urdiales y Guriezo ;70BI ;Bilbao (SCD Abando 2) ;45 ;
15CA ;Castro-Urdiales y Guriezo ;73BI ;Bilbao (SCD Basartu-Zorrotza) ;81 ;
15CA ;Castro-Urdiales y Guriezo ;74BI ;Getxo (distrito 01) ;32 ;
15CC ;Serradilla y otros municipios ;03CC ;Casar de Cáceres y Garrovillas de Alconétar ;129 ;
15CC ;Serradilla y otros municipios ;12CC ;Torrecillas de la Tiesa y otros municipios ;46 ;
15CC ;Serradilla y otros municipios ;16CC ;Torrejoncillo y otros municipios ;66 ;
15CC ;Serradilla y otros municipios ;17CC ;Guijo de Galisteo y otros municipios ;30 ;
15CC ;Serradilla y otros municipios ;27CC ;Malpartida de Plasencia y otros municipios ;28 ;
15CC ;Serradilla y otros municipios ;35CC ;Cáceres (distrito 01) ;134 ;
15CC ;Serradilla y otros municipios ;38CC ;Plasencia ;29 ;
15CC ;Serradilla y otros municipios ;40CC ;Cáceres (distrito 06) y Aliseda ;33 ;
15CC ;Serradilla y otros municipios ;43CC ;Coria ;26 ;
15CC ;Serradilla y otros municipios ;45CC ;Cáceres (distrito 02) ;57 ;
15CC ;Serradilla y otros municipios ;47CC ;Cáceres (distrito 04) ;32 ;
15CC ;Serradilla y otros municipios ;48CC ;Cáceres (distrito 05) ;33 ;
15CO ;Posadas y Hornachuelos ;004S ;Peñaflor y Puebla de los Infantes, La ;32 ;
15CO ;Posadas y Hornachuelos ;01CO ;Almodóvar del Río y Guadalcázar ;100 ;
15CO ;Posadas y Hornachuelos ;02CO ;Córdoba (varias secciones) y Victoria, La ;54 ;
15CO ;Posadas y Hornachuelos ;049S ;Écija ;48 ;
15CO ;Posadas y Hornachuelos ;26CO ;Carlota, La ;181 ;
15CO ;Posadas y Hornachuelos ;56CO ;Fuente Palmera y Fuente Carreteros ;93 ;
15CO ;Posadas y Hornachuelos ;61CO ;Palma del Río ;261 ;
15CR ;Chillón y otros municipios ;13CR ;Puebla de Don Rodrigo y otros municipios ;34 ;
15CR ;Chillón y otros municipios ;17CR ;Abenójar y otros municipios ;32 ;
15CR ;Chillón y otros municipios ;20CR ;Almadén ;69 ;
15CR ;Chillón y otros municipios ;31BA ;Siruela y otros municipios ;37 ;
15CS ;Moncofa y Chilches/Xilxes ;16CS ;Almenara y Llosa, la ;32 ;
15CS ;Moncofa y Chilches/Xilxes ;17CS ;Nules y Vilavella, la ;126 ;
15CS ;Moncofa y Chilches/Xilxes ;24CS ;Borriana/Burriana ;24 ;
15CS ;Moncofa y Chilches/Xilxes ;25CS ;Onda ;24 ;
15CS ;Moncofa y Chilches/Xilxes ;30CS ;Vall d'Uixó, la ;164 ;
15CS ;Moncofa y Chilches/Xilxes ;43CS ;Vila-real (distrito 04) ;18 ;
15CU ;Minglanilla y otros municipios ;20CU ;Iniesta y Herrumblar, El ;55 ;
15CZ ;Puerto Real ;01CZ ;Cádiz (distrito 01) ;33 ;
15CZ ;Puerto Real ;06CZ ;Cádiz (distritos 06 y 07) ;72 ;
15CZ ;Puerto Real ;07CZ ;Cádiz (distrito 08) ;200 ;
15CZ ;Puerto Real ;08CZ ;Cádiz (distrito 09) ;272 ;
15CZ ;Puerto Real ;09CZ ;Cádiz (distrito 10) ;392 ;
15CZ ;Puerto Real ;10CZ ;San Fernando (distrito 01) ;557 ;
15CZ ;Puerto Real ;11CZ ;San Fernando (distrito 06) ;151 ;
15CZ ;Puerto Real ;12CZ ;San Fernando (distrito 05) ;70 ;
15CZ ;Puerto Real ;13CZ ;San Fernando (distrito 04) ;115 ;
15CZ ;Puerto Real ;14CZ ;San Fernando (distritos 02 y 03) ;107 ;
15CZ ;Puerto Real ;16CZ ;Puerto de Santa María, El (distrito 04) ;136 ;
15CZ ;Puerto Real ;17CZ ;Puerto de Santa María, El (distrito 03) ;209 ;
15CZ ;Puerto Real ;18CZ ;Puerto de Santa María, El (distrito 01) ;122 ;
15CZ ;Puerto Real ;19CZ ;Puerto de Santa María, El (distrito 02) ;130 ;
15CZ ;Puerto Real ;20CZ ;Rota ;113 ;
15CZ ;Puerto Real ;27CZ ;Jerez de la Frontera (distrito 09) ;53 ;
15CZ ;Puerto Real ;31CZ ;Jerez de la Frontera (distrito 07) ;25 ;
15CZ ;Puerto Real ;34CZ ;Jerez de la Frontera (distrito 06) ;22 ;
15CZ ;Puerto Real ;35CZ ;Jerez de la Frontera (distritos 08 y 10) ;18 ;
15CZ ;Puerto Real ;50CZ ;Medina-Sidonia ;73 ;
15CZ ;Puerto Real ;52CZ ;Chiclana de la Frontera (distrito 05) ;258 ;
15CZ ;Puerto Real ;53CZ ;Chiclana de la Frontera (distrito 04) ;63 ;
15CZ ;Puerto Real ;56CZ ;Chiclana de la Frontera (distrito 01) ;61 ;
15CÑ ;Monfero y otros municipios ;14CÑ ;Paderne y otros municipios ;80 ;
15CÑ ;Monfero y otros municipios ;20CÑ ;Pontes de García Rodríguez, As y Somozas, As ;106 ;
15CÑ ;Monfero y otros municipios ;56CÑ ;Miño ;36 ;
15GC ;Puerto del Rosario ;03GC ;Antigua y Betancuria ;533 ;
15GC ;Puerto del Rosario ;13GC ;Oliva, La ;386 ;
15GC ;Puerto del Rosario ;14GC ;Pájara ;142 ;
15GC ;Puerto del Rosario ;24GC ;Tuineje ;125 ;
15GI ;Riells i Viabrea y Breda ;026B ;Tordera y Fogars de la Selva ;20 ;
15GI ;Riells i Viabrea y Breda ;028B ;Seva y otros municipios ;18 ;
15GI ;Riells i Viabrea y Breda ;112B ;Sant Celoni ;112 ;
15GI ;Riells i Viabrea y Breda ;14GI ;Hostalric y otros municipios ;97 ;
15GP ;Andoain ;10GP ;Anoeta y otros municipios ;28 ;
15GP ;Andoain ;11GP ;Zizurkil y Aduna ;61 ;
15GP ;Andoain ;12GP ;Getaria y otros municipios ;57 ;
15GP ;Andoain ;24GP ;Hernani ;52 ;
15GP ;Andoain ;33GP ;Errenteria ;27 ;
15GP ;Andoain ;34GP ;Tolosa ;75 ;
15GP ;Andoain ;35GP ;Urnieta ;121 ;
15GP ;Andoain ;36GP ;Usurbil ;43 ;
15GP ;Andoain ;37GP ;Villabona ;151 ;
15GP ;Andoain ;42GP ;Lasarte-Oria ;53 ;
15GP ;Andoain ;51GP ;Donostia/San Sebastián (distrito 04) ;28 ;
15GP ;Andoain ;53GP ;Donostia/San Sebastián (distrito 06) ;179 ;
15GP ;Andoain ;54GP ;Donostia/San Sebastián (distrito 07) ;33 ;
15GR ;Loja y Zagra ;08MA ;Villanueva del Trabuco y Villanueva del Rosario ;39 ;
15GR ;Loja y Zagra ;12GR ;Moraleda de Zafayona y otros municipios ;106 ;
15GR ;Loja y Zagra ;14GR ;Montefrío y Algarinejo ;73 ;
15GR ;Loja y Zagra ;22CO ;Rute e Iznájar ;68 ;
15GR ;Loja y Zagra ;29MA ;Archidona ;57 ;
15GR ;Loja y Zagra ;49GR ;Huétor Tájar ;95 ;
15GU ;Molina de Aragón y otros municipios ;14GU ;Cifuentes y otros municipios ;78 ;
15HU ;Niebla y Villarrasa ;16HU ;Bonares y Lucena del Puerto ;208 ;
15HU ;Niebla y Villarrasa ;20HU ;Almonte ;36 ;
15HU ;Niebla y Villarrasa ;21HU ;Beas ;61 ;
15HU ;Niebla y Villarrasa ;31HU ;Huelva (distrito 07) ;41 ;
15HU ;Niebla y Villarrasa ;35HU ;Moguer ;41 ;
15HU ;Niebla y Villarrasa ;36HU ;Palma del Condado, La ;44 ;
15HU ;Niebla y Villarrasa ;40HU ;Valverde del Camino ;31 ;
15JA ;Santisteban del Puerto y Aldeaquemada ;45JA ;Villacarrillo ;89 ;
15LE ;Valderas y otros municipios ;38LE ;Valencia de Don Juan ;67 ;
15LL ;Torrefarrera ;01LL ;Lleida (distritos 08 y 09) ;156 ;
15LL ;Torrefarrera ;14LL ;Rosselló y otros municipios ;29 ;
15LL ;Torrefarrera ;16LL ;Alcoletge y otros municipios ;44 ;
15LL ;Torrefarrera ;32LL ;Lleida (distrito 07) y otros municipios ;34 ;
